32603|31705|8
32604|31705|8
32605|31705|8
32606|31705|8
32607|31705|8
32608|31705|8
32609|31705|8
32609|31704|8
32609|31703|8
32610|31703|8
32611|31703|8
32612|31703|8
32612|31702|8
32612|31701|8
32613|31701|8
32614|31701|8
32615|31701|8
32616|31701|8
N|N|N
32616|31701|9
32616|31700|9
32615|31700|9
32614|31700|9
32613|31700|9
32613|31701|9
32612|31701|9
32611|31701|9
32611|31702|9
32610|31702|9
32610|31703|9
32609|31703|9
32608|31703|9
32607|31703|9
32606|31703|9
32605|31703|9
32605|31704|9
32605|31705|9
32605|31706|9
32605|31707|9
32604|31707|9
32603|31707|9
32602|31707|9
32601|31707|9
32602|31707|9
32603|31707|9
32604|31707|9
32604|31706|9
32604|31705|9
32604|31704|9
32604|31703|9
32604|31702|9
32603|31702|9
32603|31701|9
32603|31700|9
32603|31699|9
32603|31698|9
32603|31697|9
32603|31696|9
32604|31696|9
32604|31695|9
32604|31694|9
32604|31693|9
32604|31692|9
32605|31692|9
32605|31691|9
32606|31691|9
32607|31691|9
32607|31690|9
32608|31690|9
32609|31690|9
32610|31690|9
32610|31691|9
32611|31691|9
32611|31692|9
32612|31692|9
32612|31693|9
32613|31693|9
32613|31694|9
32614|31694|9
32615|31694|9
32616|31694|9
32617|31694|9
32618|31694|9
32619|31694|9
32620|31694|9
32620|31693|9
32621|31693|9
32621|31692|9
32622|31692|9
32622|31691|9
32622|31690|9
32623|31690|9
32623|31689|9
32624|31689|9
32625|31689|9
32626|31689|9
32627|31689|9
32628|31689|9
32628|31690|9
32628|31691|9
32629|31691|9
32629|31692|9
32630|31692|9
32630|31693|9
32630|31694|9
32630|31695|9
32630|31696|9
32630|31697|9
32631|31697|9
32631|31698|9
32632|31698|9
32632|31699|9
32633|31699|9
32633|31700|9
32634|31700|9
32635|31700|9
32635|31701|9
32635|31702|9
32635|31703|9
32635|31704|9
32635|31705|9
32634|31705|9
32634|31706|9
32634|31707|9
32634|31708|9
32634|31709|9
32635|31709|9
32636|31709|9
32637|31709|9
32638|31709|9
32639|31709|9
32640|31709|9
32641|31709|9
32642|31709|9
32643|31709|9
32644|31709|9
32645|31709|9
32644|31709|9
32643|31709|9
32643|31708|9
32643|31707|9
32643|31708|9
32642|31708|9
32641|31708|9
32641|31709|9
32640|31709|9
32639|31709|9
32638|31709|9
32637|31709|9
32636|31709|9
32635|31709|9
32634|31709|9
32634|31708|9
32634|31707|9
32634|31706|9
32635|31706|9
32635|31705|9
32635|31704|9
32635|31703|9
32635|31702|9
32635|31701|9
32636|31701|9
32636|31700|9
32637|31700|9
32637|31699|9
32638|31699|9
32638|31698|9
32639|31698|9
32640|31698|9
32640|31697|9
32640|31696|9
32640|31695|9
32640|31694|9
32640|31693|9
32640|31692|9
32640|31691|9
32640|31690|9
32639|31690|9
32639|31689|9
32638|31689|9
32638|31688|9
32637|31688|9
32637|31687|9
32636|31687|9
32636|31686|9
32635|31686|9
32635|31685|9
32634|31685|9
32634|31684|9
32633|31684|9
32633|31683|9
32632|31683|9
32632|31682|9
32632|31681|9
32631|31681|9
32631|31680|9
32630|31680|9
32630|31679|9
32630|31678|9
32630|31677|9
32630|31676|9
32629|31676|9
32628|31676|9
32628|31677|9
32629|31677|9
32630|31677|9
32630|31678|9
32630|31679|9
32630|31680|9
32631|31680|9
32631|31681|9
32632|31681|9
32632|31682|9
32632|31683|9
32632|31684|9
32631|31684|9
32630|31684|9
32630|31685|9
32629|31685|9
32629|31686|9
32628|31686|9
32628|31687|9
32628|31688|9
32627|31688|9
32626|31688|9
32625|31688|9
32624|31688|9
32623|31688|9
32623|31689|9
32622|31689|9
32622|31690|9
32622|31691|9
32621|31691|9
32621|31692|9
32621|31693|9
32620|31693|9
32620|31694|9
32619|31694|9
32618|31694|9
32617|31694|9
32617|31695|9
32616|31695|9
32616|31696|9
32616|31697|9
32616|31698|9
32616|31699|9
865|563|R
32616|31701|8
32615|31701|8
32614|31701|8
32613|31701|8
32612|31701|8
32612|31702|8
32612|31703|8
32611|31703|8
32610|31703|8
32609|31703|8
32609|31704|8
32609|31705|8
32608|31705|8
32607|31705|8
32606|31705|8
32605|31705|8
32604|31705|8
32603|31705|8
